year,date,home_team,away_team,home_team_score,away_team_score,shoot_out,home_team_result,away_team_result,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_avg_fifa_points,away_team_avg_fifa_points,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score
2018,2018-06-18 00:00:00,Sweden,Korea Republic,1,0,No,Win,Lose,24.0,57.0,879.0,543.0,215.77777777777777,152.4896373056995,75.0,74.0,78.5,82.0,78.8,73.5,74.0,77.5
2018,2018-06-23 00:00:00,Korea Republic,Mexico,1,2,No,Lose,Win,57.0,15.0,543.0,989.0,153.49870801033592,229.75884955752213,74.0,79.0,73.5,74.0,77.5,77.8,81.0,80.0
2018,2018-06-23 00:00:00,Germany,Sweden,2,1,No,Win,Lose,1.0,24.0,1558.0,879.0,382.1140350877193,217.81846153846155,92.0,75.0,85.8,82.0,87.5,78.5,82.0,78.8
2018,2018-06-27 00:00:00,Korea Republic,Germany,2,0,No,Win,Lose,57.0,1.0,543.0,1558.0,154.50257731958763,385.54227405247815,74.0,92.0,73.5,74.0,77.5,85.8,82.0,87.5
2018,2018-06-27 00:00:00,Mexico,Sweden,0,3,No,Lose,Win,15.0,24.0,989.0,879.0,231.43487858719647,219.84662576687117,79.0,75.0,77.8,81.0,80.0,78.5,82.0,78.8
2018,2018-06-18 00:00:00,Belgium,Panama,3,0,No,Win,Lose,3.0,55.0,1298.0,571.0,367.75102040816324,196.2593984962406,89.0,,83.5,87.3,85.8,68.0,66.0,67.8
2018,2018-06-18 00:00:00,Tunisia,England,1,2,No,Lose,Win,21.0,12.0,909.0,1050.0,187.96440129449837,317.7338129496403,63.0,82.0,74.0,71.7,73.5,82.8,83.3,82.8
2018,2018-06-23 00:00:00,Belgium,Tunisia,5,2,No,Win,Lose,3.0,21.0,1298.0,909.0,371.5325203252033,190.29032258064515,89.0,63.0,83.5,87.3,85.8,74.0,71.7,73.5
2018,2018-06-24 00:00:00,England,Panama,6,1,No,Win,Lose,12.0,55.0,1050.0,571.0,320.3584229390681,197.6629213483146,82.0,,82.8,83.3,82.8,68.0,66.0,67.8
2018,2018-06-28 00:00:00,England,Belgium,0,1,No,Lose,Win,12.0,3.0,1050.0,1298.0,322.9642857142857,375.2834008097166,82.0,89.0,82.8,83.3,82.8,83.5,87.3,85.8
2018,2018-06-28 00:00:00,Panama,Tunisia,1,2,No,Lose,Win,55.0,21.0,571.0,909.0,199.05597014925374,192.60128617363344,,63.0,68.0,66.0,67.8,74.0,71.7,73.5
2018,2018-06-19 00:00:00,Colombia,Japan,1,2,No,Lose,Win,16.0,61.0,985.0,520.0,275.5636942675159,173.2054054054054,79.0,72.0,78.8,82.0,80.5,75.2,76.7,78.8
2018,2018-06-19 00:00:00,Poland,Senegal,1,2,No,Lose,Win,8.0,27.0,1182.0,837.0,182.8523489932886,174.53985507246378,82.0,73.0,79.2,82.7,78.2,79.5,80.7,78.8
2018,2018-06-24 00:00:00,Japan,Senegal,2,2,No,Draw,Draw,61.0,27.0,520.0,837.0,174.14016172506737,176.93140794223828,72.0,73.0,75.2,76.7,78.8,79.5,80.7,78.8
2018,2018-06-24 00:00:00,Poland,Colombia,0,3,No,Lose,Win,8.0,16.0,1182.0,985.0,186.19397993311037,277.815873015873,82.0,79.0,79.2,82.7,78.2,78.8,82.0,80.5
2018,2018-06-28 00:00:00,Japan,Poland,0,1,No,Lose,Win,61.0,8.0,520.0,1182.0,175.06989247311827,189.51333333333332,72.0,82.0,75.2,76.7,78.8,79.2,82.7,78.2
2018,2018-06-28 00:00:00,Senegal,Colombia,0,1,No,Lose,Win,27.0,16.0,837.0,985.0,179.30575539568346,280.05379746835445,73.0,79.0,79.5,80.7,78.8,78.8,82.0,80.5
2018,2018-06-30 00:00:00,France,Argentina,4,3,No,Win,Lose,7.0,5.0,1198.0,1241.0,300.1473354231975,364.62068965517244,88.0,83.0,84.0,86.3,86.2,83.0,90.7,83.5
2018,2018-06-30 00:00:00,Uruguay,Portugal,2,1,No,Win,Lose,14.0,4.0,1018.0,1273.0,310.48096885813146,381.48442906574394,82.0,83.0,82.5,85.3,78.0,82.0,85.0,83.2
2018,2018-07-01 00:00:00,Spain,Russia,1,1,Yes,Lose,Win,6.0,49.0,2104.0,1758.0,411.455737704918,254.66536964980546,90.0,79.0,86.8,84.7,87.0,78.5,79.7,79.8
2018,2018-07-01 00:00:00,Croatia,Denmark,1,1,Yes,Win,Lose,12.0,15.0,2036.0,2014.0,296.77407407407406,239.93486590038313,85.0,83.0,80.8,79.3,85.8,79.5,77.3,81.0
2018,2018-07-02 00:00:00,Brazil,Mexico,2,0,No,Win,Lose,4.0,10.0,2160.0,2041.0,303.80678851174935,233.10352422907488,83.0,79.0,86.8,87.0,83.8,77.8,81.0,80.0
2018,2018-07-02 00:00:00,Belgium,Japan,3,2,No,Win,Lose,5.0,41.0,2124.0,1816.0,379.0040322580645,175.9946380697051,89.0,72.0,83.5,87.3,85.8,75.2,76.7,78.8
2018,2018-07-03 00:00:00,Sweden,Switzerland,1,0,No,Win,Lose,21.0,8.0,1955.0,2087.0,221.86238532110093,304.55776892430276,75.0,84.0,78.5,82.0,78.8,79.0,75.0,79.8
2018,2018-07-03 00:00:00,Colombia,England,1,1,Yes,Lose,Win,17.0,7.0,1998.0,2099.0,282.2776025236593,325.55160142348757,79.0,82.0,78.8,82.0,80.5,82.8,83.3,82.8
2018,2018-07-06 00:00:00,Uruguay,France,0,2,No,Lose,Win,14.0,2.0,2017.0,2164.0,312.9206896551724,302.953125,82.0,88.0,82.5,85.3,78.0,84.0,86.3,86.2
2018,2018-07-06 00:00:00,Brazil,Belgium,1,2,No,Lose,Win,4.0,5.0,2160.0,2124.0,308.640625,386.0120481927711,83.0,89.0,86.8,87.0,83.8,83.5,87.3,85.8
2018,2018-07-07 00:00:00,Sweden,England,0,2,No,Lose,Win,21.0,7.0,1955.0,2099.0,227.14634146341464,331.8404255319149,75.0,82.0,78.5,82.0,78.8,82.8,83.3,82.8
2018,2018-07-07 00:00:00,Russia,Croatia,2,2,Yes,Lose,Win,49.0,12.0,1758.0,2036.0,260.4922480620155,303.1918819188192,79.0,85.0,78.5,79.7,79.8,80.8,79.3,85.8
2018,2018-07-10 00:00:00,France,Belgium,1,0,No,Win,Lose,2.0,5.0,2164.0,2124.0,308.7507788161994,392.964,88.0,89.0,84.0,86.3,86.2,83.5,87.3,85.8
2018,2018-07-11 00:00:00,Croatia,England,2,1,No,Win,Lose,12.0,7.0,2036.0,2099.0,309.5625,338.08480565371025,85.0,82.0,80.8,79.3,85.8,82.8,83.3,82.8
2018,2018-06-28 00:00:00,Belgium,England,1,0,No,Win,Lose,3.0,12.0,1298.0,1050.0,375.2834008097166,322.9642857142857,89.0,82.0,83.5,87.3,85.8,82.8,83.3,82.8
2018,2018-07-15 00:00:00,France,Croatia,4,2,No,Win,Lose,2.0,12.0,2164.0,2036.0,314.5124223602484,315.8864468864469,88.0,85.0,84.0,86.3,86.2,80.8,79.3,85.8
2022,2022-06-15,Qatar,Ecuador,0,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Senegal,Netherlands,0,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Qatar,Senegal,1,3,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Netherlands,Ecuador,1,1,No,Draw,Draw,,,,,,,,,,,,,,
2022,2022-06-15,Ecuador,Senegal,1,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Netherlands,Qatar,2,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,England,Iran,6,2,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,USA,Wales,1,1,No,Draw,Draw,,,,,,,,,,,,,,
2022,2022-06-15,Wales,Iran,0,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,England,USA,0,0,No,Draw,Draw,,,,,,,,,,,,,,
2022,2022-06-15,Wales,England,0,3,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Iran,USA,0,1,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Argentina,Saudi Arabia,1,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Mexico,Poland,0,0,No,Draw,Draw,,,,,,,,,,,,,,
2022,2022-06-15,Poland,Saudi Arabia,2,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Argentina,Mexico,2,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Poland,Argentina,0,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Saudi Arabia,Mexico,1,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Denmark,Tunisia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
2022,2022-06-15,France,Australia,4,1,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Tunisia,Australia,0,1,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,France,Denmark,2,1,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Australia,Denmark,1,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Tunisia,France,1,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Germany,Japan,1,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Spain,Costa Rica,7,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Japan,Costa Rica,0,1,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Spain,Germany,1,1,No,Draw,Draw,,,,,,,,,,,,,,
2022,2022-06-15,Japan,Spain,2,1,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Costa Rica,Germany,2,4,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Morocco,Croatia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
2022,2022-06-15,Belgium,Canada,1,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Belgium,Morocco,0,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Croatia,Canada,4,1,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Croatia,Belgium,0,0,No,Draw,Draw,,,,,,,,,,,,,,
2022,2022-06-15,Canada,Morocco,1,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Switzerland,Cameroon,1,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Brazil,Serbia,2,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Cameroon,Serbia,3,3,No,Draw,Draw,,,,,,,,,,,,,,
2022,2022-06-15,Brazil,Switzerland,1,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Serbia,Switzerland,2,3,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Cameroon,Brazil,1,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Uruguay,Korea Republic,0,0,No,Draw,Draw,,,,,,,,,,,,,,
2022,2022-06-15,Portugal,Ghana,3,2,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Korea Republic,Ghana,2,3,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Portugal,Uruguay,2,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Ghana,Uruguay,0,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Korea Republic,Portugal,2,1,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Netherlands,USA,3,1,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Argentina,Australia,2,1,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,France,Poland,3,1,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,England,Senegal,3,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Japan,Croatia,1,1,Yes,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Brazil,Korea Republic,4,1,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Morocco,Spain,0,0,Yes,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Portugal,Switzerland,6,1,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Croatia,Brazil,1,1,Yes,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Netherlands,Argentina,2,2,Yes,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Morocco,Portugal,1,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,England,France,1,2,No,Lose,Win,,,,,,,,,,,,,,
2022,2022-06-15,Argentina,Croatia,3,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,France,Morocco,2,0,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Croatia,Morocco,2,1,No,Win,Lose,,,,,,,,,,,,,,
2022,2022-06-15,Argentina,France,3,3,Yes,Win,Lose,,,,,,,,,,,,,,
