year,date,home_team,away_team,home_team_score,away_team_score,shoot_out,home_team_result,away_team_result,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_avg_fifa_points,away_team_avg_fifa_points,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score
1958,1958-06-15,Suecia,Alemania,3,1,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Brasil,Francia,5,2,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Francia,Alemania,6,3,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Brasil,Suecia,5,2,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Uruguay,Colombia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Rusia,Yugoslavia,2,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Yugoslavia,Uruguay,3,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Rusia,Colombia,4,4,No,Draw,Draw,,,,,,,,,,,,,,
1962,1962-06-15,Rusia,Uruguay,2,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Yugoslavia,Colombia,5,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Chile,Suiza,3,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Alemania,Italia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1962,1962-06-15,Chile,Italia,2,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Alemania,Suiza,2,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Alemania,Chile,2,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Italia,Suiza,3,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Brasil,México,2,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Checoslovaquia,España,1,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Brasil,Checoslovaquia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1962,1962-06-15,España,México,1,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Brasil,España,2,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,México,Checoslovaquia,3,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Argentina,Bulgaria,1,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Hungría,Inglaterra,2,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Inglaterra,Argentina,3,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Hungría,Bulgaria,6,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Hungría,Argentina,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1962,1962-06-15,Inglaterra,Bulgaria,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1962,1962-06-15,Chile,Rusia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Brasil,Inglaterra,3,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Checoslovaquia,Hungría,1,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Yugoslavia,Alemania,1,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Brasil,Chile,4,2,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Checoslovaquia,Yugoslavia,3,1,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Chile,Yugoslavia,1,0,No,Win,Lose,,,,,,,,,,,,,,
1962,1962-06-15,Brasil,Checoslovaquia,3,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Inglaterra,Uruguay,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1966,1966-06-15,Francia,México,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1966,1966-06-15,Uruguay,Francia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Inglaterra,México,2,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Uruguay,México,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1966,1966-06-15,Inglaterra,Francia,2,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Alemania,Suiza,5,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Argentina,España,2,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,España,Suiza,2,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Alemania,Argentina,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1966,1966-06-15,Argentina,Suiza,2,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Alemania,España,2,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Brasil,Bulgaria,2,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Portugal,Hungría,3,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Hungría,Brasil,3,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Portugal,Bulgaria,3,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Portugal,Brasil,3,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Hungría,Bulgaria,3,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Rusia,Corea del Norte,3,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Italia,Chile,2,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Corea del Norte,Chile,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1966,1966-06-15,Rusia,Italia,1,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Corea del Norte,Italia,1,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Rusia,Chile,2,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Rusia,Hungría,2,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Alemania,Uruguay,4,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Portugal,Corea del Norte,5,3,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Inglaterra,Argentina,1,0,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Alemania,Rusia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Inglaterra,Portugal,2,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Portugal,Rusia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1966,1966-06-15,Inglaterra,Alemania,4,2,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,México,Rusia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1970,1970-06-15,Bélgica,El Salvador,3,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Rusia,Bélgica,4,1,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,México,El Salvador,4,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Rusia,El Salvador,2,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,México,Bélgica,1,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Uruguay,Israel,2,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Italia,Suecia,1,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Uruguay,Italia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1970,1970-06-15,Suecia,Israel,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1970,1970-06-15,Suecia,Uruguay,1,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Italia,Israel,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1970,1970-06-15,Inglaterra,Rumania,1,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Brasil,Checoslovaquia,4,1,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Rumania,Checoslovaquia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Brasil,Inglaterra,1,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Brasil,Rumania,3,2,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Inglaterra,Checoslovaquia,1,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Perú,Bulgaria,3,2,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Alemania,Marruecos,2,1,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Perú,Marruecos,3,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Alemania,Bulgaria,5,2,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Alemania,Perú,3,1,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Bulgaria,Marruecos,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1970,1970-06-15,Uruguay,Rusia,1,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Brasil,Perú,4,2,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Alemania,Inglaterra,3,2,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Italia,México,4,1,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Brasil,Uruguay,3,1,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Italia,Alemania,4,3,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Alemania,Uruguay,1,0,No,Win,Lose,,,,,,,,,,,,,,
1970,1970-06-15,Brasil,Italia,4,1,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Alemania,Chile,1,0,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Alemania Democrática,Australia,2,0,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Australia,Alemania,0,3,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Chile,Alemania Democrática,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1974,1974-06-15,Australia,Chile,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1974,1974-06-15,Alemania Democrática,Alemania,1,0,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Brasil,Yugoslavia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1974,1974-06-15,República Democrática del Congo,Escocia,0,2,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Escocia,Brasil,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1974,1974-06-15,Yugoslavia,República Democrática del Congo,9,0,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Escocia,Yugoslavia,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1974,1974-06-15,República Democrática del Congo,Brasil,0,3,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Suecia,Bulgaria,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1974,1974-06-15,Uruguay,Países Bajos,0,2,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Países Bajos,Suecia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1974,1974-06-15,Bulgaria,Uruguay,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1974,1974-06-15,Bulgaria,Países Bajos,1,4,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Suecia,Uruguay,3,0,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Italia,Haití,3,1,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Polonia,Argentina,3,2,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Argentina,Italia,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1974,1974-06-15,Haití,Polonia,0,7,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Polonia,Italia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Argentina,Haití,4,1,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Países Bajos,Argentina,4,0,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Brasil,Alemania Democrática,1,0,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Alemania Democrática,Países Bajos,0,2,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Argentina,Brasil,1,2,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Países Bajos,Brasil,2,0,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Argentina,Alemania Democrática,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1974,1974-06-15,Yugoslavia,Alemania,0,2,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Suecia,Polonia,0,1,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Polonia,Yugoslavia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Alemania,Suecia,4,2,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Polonia,Alemania,0,1,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Suecia,Yugoslavia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1974,1974-06-15,Brasil,Polonia,0,1,No,Lose,Win,,,,,,,,,,,,,,
1974,1974-06-15,Países Bajos,Alemania,1,2,No,Lose,Win,,,,,,,,,,,,,,
1978,1978-06-15,Italia,Francia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Argentina,Hungría,2,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Italia,Hungría,3,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Argentina,Francia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Francia,Hungría,3,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Italia,Argentina,1,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Alemania,Polonia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1978,1978-06-15,Túnez,México,3,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Alemania,México,6,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Polonia,Túnez,1,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Alemania,Túnez,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1978,1978-06-15,Polonia,México,3,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Austria,España,2,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Suecia,Brasil,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1978,1978-06-15,Austria,Suecia,1,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Brasil,España,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1978,1978-06-15,España,Suecia,1,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Brasil,Austria,1,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Perú,Escocia,3,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Países Bajos,Irán,3,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Escocia,Irán,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1978,1978-06-15,Países Bajos,Perú,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1978,1978-06-15,Perú,Irán,4,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Escocia,Países Bajos,3,2,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Países Bajos,Austria,5,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Alemania,Italia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1978,1978-06-15,Alemania,Países Bajos,2,2,No,Draw,Draw,,,,,,,,,,,,,,
1978,1978-06-15,Italia,Austria,1,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Austria,Alemania,3,2,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Países Bajos,Italia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Brasil,Perú,3,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Argentina,Polonia,2,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Polonia,Perú,1,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Argentina,Brasil,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1978,1978-06-15,Brasil,Polonia,3,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Argentina,Perú,6,0,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Brasil,Italia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1978,1978-06-15,Argentina,Países Bajos,3,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Italia,Polonia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Perú,Camerún,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Italia,Perú,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Polonia,Camerún,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Polonia,Perú,5,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Italia,Camerún,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Alemania,Argelia,1,2,No,Lose,Win,,,,,,,,,,,,,,
1982,1982-06-15,Chile,Austria,0,1,No,Lose,Win,,,,,,,,,,,,,,
1982,1982-06-15,Alemania,Chile,4,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Argelia,Austria,0,2,No,Lose,Win,,,,,,,,,,,,,,
1982,1982-06-15,Argelia,Chile,3,2,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Alemania,Austria,1,0,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Argentina,Bélgica,0,1,No,Lose,Win,,,,,,,,,,,,,,
1982,1982-06-15,Hungría,El Salvador,10,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Argentina,Hungría,4,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Bélgica,El Salvador,1,0,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Bélgica,Hungría,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Argentina,El Salvador,2,0,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Inglaterra,Francia,3,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Checoslovaquia,Kuwait,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Inglaterra,Checoslovaquia,2,0,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Francia,Kuwait,4,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Francia,Checoslovaquia,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Inglaterra,Kuwait,1,0,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,España,Honduras,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Yugoslavia,Irlanda del Norte,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,España,Yugoslavia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Honduras,Irlanda del Norte,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Honduras,Yugoslavia,0,1,No,Lose,Win,,,,,,,,,,,,,,
1982,1982-06-15,Irlanda del Norte,España,1,0,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Brasil,Rusia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Escocia,Nueva Zelanda,5,2,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Brasil,Escocia,4,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Rusia,Nueva Zelanda,3,0,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Rusia,Escocia,2,2,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Brasil,Nueva Zelanda,4,0,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Polonia,Bélgica,3,0,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Bélgica,Rusia,0,1,No,Lose,Win,,,,,,,,,,,,,,
1982,1982-06-15,Polonia,Rusia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Alemania,Inglaterra,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Alemania,España,2,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,España,Inglaterra,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Italia,Argentina,2,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Argentina,Brasil,1,3,No,Lose,Win,,,,,,,,,,,,,,
1982,1982-06-15,Italia,Brasil,3,2,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Austria,Francia,0,1,No,Lose,Win,,,,,,,,,,,,,,
1982,1982-06-15,Austria,Irlanda del Norte,2,2,No,Draw,Draw,,,,,,,,,,,,,,
1982,1982-06-15,Francia,Irlanda del Norte,4,1,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Polonia,Italia,0,2,No,Lose,Win,,,,,,,,,,,,,,
1982,1982-06-15,Alemania,Francia,3,3,Yes,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Polonia,Francia,3,2,No,Win,Lose,,,,,,,,,,,,,,
1982,1982-06-15,Italia,Alemania,3,1,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Bulgaria,Italia,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1986,1986-06-15,Argentina,Corea del Sur,3,1,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Italia,Argentina,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1986,1986-06-15,Corea del Sur,Bulgaria,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1986,1986-06-15,Corea del Sur,Italia,2,3,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Argentina,Bulgaria,2,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Bélgica,México,1,2,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Paraguay,Irak,1,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,México,Paraguay,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1986,1986-06-15,Irak,Bélgica,1,2,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Paraguay,Bélgica,2,2,No,Draw,Draw,,,,,,,,,,,,,,
1986,1986-06-15,Irak,México,0,1,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Canadá,Francia,0,1,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Rusia,Hungría,6,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Francia,Rusia,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1986,1986-06-15,Hungría,Canadá,2,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Hungría,Francia,0,3,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Rusia,Canadá,2,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,España,Brasil,0,1,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Argelia,Irlanda del Norte,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1986,1986-06-15,Brasil,Argelia,1,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Irlanda del Norte,España,1,2,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Irlanda del Norte,Brasil,0,3,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Argelia,España,0,3,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Uruguay,Alemania,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1986,1986-06-15,Escocia,Dinamarca,0,1,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Alemania,Escocia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Dinamarca,Uruguay,6,1,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Dinamarca,Alemania,2,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Escocia,Uruguay,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1986,1986-06-15,Marruecos,Polonia,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1986,1986-06-15,Portugal,Inglaterra,1,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Inglaterra,Marruecos,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1986,1986-06-15,Polonia,Portugal,1,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Inglaterra,Polonia,3,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Portugal,Marruecos,1,3,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,México,Bulgaria,2,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Rusia,Bélgica,3,4,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Brasil,Polonia,4,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Argentina,Uruguay,1,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Italia,Francia,0,2,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Marruecos,Alemania,0,1,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Inglaterra,Paraguay,3,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Dinamarca,España,1,5,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Brasil,Francia,1,1,Yes,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Alemania,México,0,0,Yes,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Argentina,Inglaterra,2,1,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,España,Bélgica,1,1,Yes,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Francia,Alemania,0,2,No,Lose,Win,,,,,,,,,,,,,,
1986,1986-06-15,Argentina,Bélgica,2,0,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Francia,Bélgica,4,2,No,Win,Lose,,,,,,,,,,,,,,
1986,1986-06-15,Argentina,Alemania,3,2,No,Win,Lose,,,,,,,,,,,,,,
1990,1990-06-15,Italia,Austria,1,0,No,Win,Lose,,,,,,,,,,,,,,
1990,1990-06-15,Estados Unidos,Checoslovaquia,1,5,No,Lose,Win,,,,,,,,,,,,,,
1990,1990-06-15,Italia,Estados Unidos,1,0,No,Win,Lose,,,,,,,,,,,,,,
1990,1990-06-15,Austria,Checoslovaquia,0,1,No,Lose,Win,,,,,,,,,,,,,,
1990,1990-06-15,Italia,Checoslovaquia,2,0,No,Win,Lose,,,,,,,,,,,,,,
1990,1990-06-15,Austria,Estados Unidos,2,1,No,Win,Lose,,,,,,,,,,,,,,
1990,1990-06-15,Argentina,Camerún,0,1,No,Lose,Win,,,,,,,,,,,,,,
1990,1990-06-15,Rusia,Rumania,0,2,No,Lose,Win,,,,,,,,,,,,,,
