year,date,home_team,away_team,home_team_score,away_team_score,shoot_out,home_team_result,away_team_result,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_avg_fifa_points,away_team_avg_fifa_points,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score
1958,1958-06-15,Irlanda del Norte,Checoslovaquia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Yugoslavia,Escocia,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1958,1958-06-15,Francia,Paraguay,7,3,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Yugoslavia,Francia,3,2,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Paraguay,Escocia,3,2,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Paraguay,Yugoslavia,3,3,No,Draw,Draw,,,,,,,,,,,,,,
1958,1958-06-15,Francia,Escocia,2,1,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Suecia,México,3,0,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Hungría,Gales,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1958,1958-06-15,México,Gales,1,1,No,Draw,Draw,,,,,,,,,,,,,,
1958,1958-06-15,Suecia,Hungría,2,1,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Suecia,Gales,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1958,1958-06-15,Hungría,México,4,0,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Gales,Hungría,2,1,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Rusia,Inglaterra,2,2,No,Draw,Draw,,,,,,,,,,,,,,
1958,1958-06-15,Brasil,Austria,3,0,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Rusia,Austria,2,0,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Brasil,Inglaterra,0,0,No,Draw,Draw,,,,,,,,,,,,,,
1958,1958-06-15,Brasil,Rusia,2,0,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Inglaterra,Austria,2,2,No,Draw,Draw,,,,,,,,,,,,,,
1958,1958-06-15,Rusia,Inglaterra,1,0,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Brasil,Gales,1,0,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Francia,Irlanda del Norte,4,0,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Alemania,Yugoslavia,1,0,No,Win,Lose,,,,,,,,,,,,,,
1958,1958-06-15,Suecia,Rusia,2,0,No,Win,Lose,,,,,,,,,,,,,,
