id,agno,home,away,score_0,score_1,tournament
434,1965,Bélgica,Bulgaria,1,2,FIFA World Cup qualification
435,1968,Austria,Chipre,7,1,FIFA World Cup qualification
436,1968,Finlandia,Bélgica,1,2,FIFA World Cup qualification
437,1968,Países Bajos,Luxemburgo,2,0,FIFA World Cup qualification
438,1968,Dinamarca,Checoslovaquia,0,3,FIFA World Cup qualification
439,1968,Yugoslavia,Finlandia,9,1,FIFA World Cup qualification
440,1968,Canadá,islas Bermudas,4,0,FIFA World Cup qualification
441,1968,Bélgica,Finlandia,6,1,FIFA World Cup qualification
442,1968,Suecia,Noruega,5,0,FIFA World Cup qualification
443,1968,Suiza,Grecia,1,0,FIFA World Cup qualification
444,1968,Austria,Alemania,0,2,FIFA World Cup qualification
445,1968,Canadá,Estados Unidos,4,2,FIFA World Cup qualification
446,1968,Bélgica,Yugoslavia,3,0,FIFA World Cup qualification
447,1968,islas Bermudas,Canadá,0,0,FIFA World Cup qualification
448,1968,Checoslovaquia,Dinamarca,1,0,FIFA World Cup qualification
449,1968,Irlanda del Norte,Turquía,4,1,FIFA World Cup qualification
450,1968,Gales,Italia,0,1,FIFA World Cup qualification
451,1968,Estados Unidos,Canadá,1,0,FIFA World Cup qualification
452,1968,Bulgaria,Países Bajos,2,0,FIFA World Cup qualification
453,1968,Portugal,Rumania,3,0,FIFA World Cup qualification
454,1968,Yugoslavia,España,0,0,FIFA World Cup qualification
455,1968,Zambia,Sudán,4,2,FIFA World Cup qualification
456,1968,Estados Unidos,islas Bermudas,6,2,FIFA World Cup qualification
457,1968,Marruecos,Senegal,1,0,FIFA World Cup qualification
458,1968,Francia,Noruega,0,1,FIFA World Cup qualification
459,1968,Escocia,Austria,2,1,FIFA World Cup qualification
460,1968,Sudán,Zambia,4,2,FIFA World Cup qualification
461,1968,islas Bermudas,Estados Unidos,0,2,FIFA World Cup qualification
462,1968,Argelia,Túnez,1,2,FIFA World Cup qualification
463,1968,Guatemala,Trinidad y Tobago,4,0,FIFA World Cup qualification
464,1968,Guatemala,Trinidad y Tobago,0,0,FIFA World Cup qualification
465,1968,Chipre,Alemania,0,1,FIFA World Cup qualification
466,1968,Haití,Trinidad y Tobago,4,0,FIFA World Cup qualification
467,1968,Rumania,Suiza,2,0,FIFA World Cup qualification
468,1968,Surinam,Curazao,6,0,FIFA World Cup qualification
469,1968,Haití,Trinidad y Tobago,2,4,FIFA World Cup qualification
470,1968,Costa Rica,Jamaica,3,0,FIFA World Cup qualification
471,1968,Costa Rica,Jamaica,3,1,FIFA World Cup qualification
472,1968,El Salvador,Surinam,6,0,FIFA World Cup qualification
473,1968,Curazao,Surinam,2,0,FIFA World Cup qualification
474,1968,Honduras,Jamaica,3,1,FIFA World Cup qualification
475,1968,Nigeria,Camerún,1,1,FIFA World Cup qualification
476,1968,Haití,Guatemala,2,0,FIFA World Cup qualification
477,1968,Honduras,Jamaica,2,0,FIFA World Cup qualification
478,1968,Chipre,Escocia,0,5,FIFA World Cup qualification
479,1968,Grecia,Portugal,4,2,FIFA World Cup qualification
480,1968,España,Bélgica,1,1,FIFA World Cup qualification
481,1968,Turquía,Irlanda del Norte,0,3,FIFA World Cup qualification
482,1968,El Salvador,Curazao,1,0,FIFA World Cup qualification
483,1968,El Salvador,Curazao,2,1,FIFA World Cup qualification
484,1968,Camerún,Nigeria,2,3,FIFA World Cup qualification
485,1968,Honduras,Costa Rica,1,0,FIFA World Cup qualification
486,1968,Surinam,El Salvador,4,1,FIFA World Cup qualification
487,1968,Costa Rica,Honduras,1,1,FIFA World Cup qualification
488,1968,Túnez,Argelia,0,0,FIFA World Cup qualification
489,1969,Senegal,Marruecos,2,1,FIFA World Cup qualification
490,1969,Libia,Etiopía,2,0,FIFA World Cup qualification
491,1969,Etiopía,Libia,5,1,FIFA World Cup qualification
492,1969,Marruecos,Senegal,2,0,FIFA World Cup qualification
493,1969,Bélgica,España,2,1,FIFA World Cup qualification
494,1969,Guatemala,Haití,1,1,FIFA World Cup qualification
495,1969,Países Bajos,Luxemburgo,4,0,FIFA World Cup qualification
496,1969,Alemania Democrática,Italia,2,2,FIFA World Cup qualification
497,1969,Alemania Democrática,Gales,2,1,FIFA World Cup qualification
498,1969,Grecia,Rumania,2,2,FIFA World Cup qualification
499,1969,Portugal,Suiza,0,2,FIFA World Cup qualification
500,1969,Escocia,Alemania,1,1,FIFA World Cup qualification
501,1969,Chipre,Austria,1,2,FIFA World Cup qualification
502,1969,Haití,Estados Unidos,2,0,FIFA World Cup qualification
503,1969,Polonia,Luxemburgo,8,1,FIFA World Cup qualification
504,1969,Bulgaria,Luxemburgo,2,1,FIFA World Cup qualification
505,1969,Túnez,Marruecos,0,0,FIFA World Cup qualification
506,1969,España,Yugoslavia,2,1,FIFA World Cup qualification
507,1969,Etiopía,Sudán,1,1,FIFA World Cup qualification
508,1969,Irlanda,Checoslovaquia,1,2,FIFA World Cup qualification
509,1969,Portugal,Grecia,2,2,FIFA World Cup qualification
510,1969,Países Bajos,Polonia,1,0,FIFA World Cup qualification
511,1969,Alemania,Austria,1,0,FIFA World Cup qualification
512,1969,Nigeria,Ghana,2,1,FIFA World Cup qualification
513,1969,Sudán,Etiopía,3,1,FIFA World Cup qualification
514,1969,Estados Unidos,Haití,0,1,FIFA World Cup qualification
515,1969,Suiza,Rumania,0,1,FIFA World Cup qualification
516,1969,Escocia,Chipre,8,0,FIFA World Cup qualification
517,1969,Ghana,Nigeria,1,1,FIFA World Cup qualification
518,1969,Marruecos,Túnez,0,0,FIFA World Cup qualification
519,1969,Alemania,Chipre,12,0,FIFA World Cup qualification
520,1969,Hungría,Checoslovaquia,2,0,FIFA World Cup qualification
521,1969,Dinamarca,Irlanda,2,0,FIFA World Cup qualification
522,1969,Finlandia,Yugoslavia,1,5,FIFA World Cup qualification
523,1969,Honduras,El Salvador,1,0,FIFA World Cup qualification
524,1969,Irlanda,Hungría,1,2,FIFA World Cup qualification
525,1969,Túnez,Marruecos,2,2,FIFA World Cup qualification
526,1969,Bulgaria,Polonia,4,1,FIFA World Cup qualification
527,1969,Dinamarca,Hungría,3,2,FIFA World Cup qualification
528,1969,El Salvador,Honduras,3,0,FIFA World Cup qualification
529,1969,Noruega,Suecia,2,5,FIFA World Cup qualification
530,1969,Finlandia,España,2,0,FIFA World Cup qualification
531,1969,Honduras,El Salvador,2,3,FIFA World Cup qualification
532,1969,Ecuador,Uruguay,0,2,FIFA World Cup qualification
533,1969,Chile,Uruguay,0,0,FIFA World Cup qualification
534,1969,Uruguay,Ecuador,1,0,FIFA World Cup qualification
535,1969,Bolivia,Argentina,3,1,FIFA World Cup qualification
536,1969,Chile,Ecuador,4,1,FIFA World Cup qualification
537,1969,Colombia,Venezuela,3,0,FIFA World Cup qualification
538,1969,Venezuela,Colombia,1,1,FIFA World Cup qualification
539,1969,Ecuador,Chile,1,1,FIFA World Cup qualification
540,1969,Perú,Argentina,1,0,FIFA World Cup qualification
541,1969,Colombia,Brasil,0,2,FIFA World Cup qualification
542,1969,Venezuela,Paraguay,0,2,FIFA World Cup qualification
543,1969,Bolivia,Perú,2,1,FIFA World Cup qualification
544,1969,Colombia,Paraguay,0,1,FIFA World Cup qualification
545,1969,Uruguay,Chile,2,0,FIFA World Cup qualification
546,1969,Venezuela,Brasil,0,5,FIFA World Cup qualification
547,1969,Paraguay,Brasil,0,3,FIFA World Cup qualification
548,1969,Perú,Bolivia,3,0,FIFA World Cup qualification
549,1969,Brasil,Colombia,6,2,FIFA World Cup qualification
550,1969,Paraguay,Venezuela,1,0,FIFA World Cup qualification
551,1969,Argentina,Bolivia,1,0,FIFA World Cup qualification
552,1969,Brasil,Venezuela,6,0,FIFA World Cup qualification
553,1969,Paraguay,Colombia,2,1,FIFA World Cup qualification
554,1969,Argentina,Perú,2,2,FIFA World Cup qualification
555,1969,Brasil,Paraguay,1,0,FIFA World Cup qualification
556,1969,Polonia,Países Bajos,2,1,FIFA World Cup qualification
557,1969,Irlanda del Norte,Rusia,0,0,FIFA World Cup qualification
558,1969,Noruega,Francia,1,3,FIFA World Cup qualification
559,1969,Nigeria,Sudán,2,2,FIFA World Cup qualification
560,1969,Checoslovaquia,Hungría,3,3,FIFA World Cup qualification
561,1969,Haití,El Salvador,1,2,FIFA World Cup qualification
562,1969,Marruecos,Nigeria,2,1,FIFA World Cup qualification
563,1969,El Salvador,Haití,0,3,FIFA World Cup qualification
564,1969,Israel,Nueva Zelanda,4,0,FIFA World Cup qualification
565,1969,Israel,Nueva Zelanda,2,0,FIFA World Cup qualification
566,1969,Sudán,Nigeria,3,3,FIFA World Cup qualification
567,1969,Checoslovaquia,Irlanda,3,0,FIFA World Cup qualification
568,1969,Haití,El Salvador,0,1,FIFA World Cup qualification
569,1969,Japón,Australia,1,3,FIFA World Cup qualification
570,1969,Sudán,Marruecos,0,0,FIFA World Cup qualification
571,1969,Luxemburgo,Polonia,1,5,FIFA World Cup qualification
572,1969,Corea del Sur,Japón,2,2,FIFA World Cup qualification
573,1969,Rumania,Portugal,1,0,FIFA World Cup qualification
574,1969,Corea del Sur,Australia,1,2,FIFA World Cup qualification
575,1969,Grecia,Suiza,4,1,FIFA World Cup qualification
576,1969,Irlanda,Dinamarca,1,1,FIFA World Cup qualification
577,1969,Rusia,Turquía,3,0,FIFA World Cup qualification
578,1969,España,Finlandia,6,0,FIFA World Cup qualification
579,1969,Suecia,Francia,2,0,FIFA World Cup qualification
580,1969,Australia,Japón,1,1,FIFA World Cup qualification
581,1969,Corea del Sur,Japón,2,0,FIFA World Cup qualification
582,1969,Yugoslavia,Bélgica,4,0,FIFA World Cup qualification
583,1969,Corea del Sur,Australia,1,1,FIFA World Cup qualification
584,1969,Alemania,Escocia,3,2,FIFA World Cup qualification
585,1969,Hungría,Dinamarca,3,0,FIFA World Cup qualification
586,1969,Países Bajos,Bulgaria,1,1,FIFA World Cup qualification
587,1969,Rusia,Irlanda del Norte,2,0,FIFA World Cup qualification
588,1969,Gales,Alemania Democrática,1,3,FIFA World Cup qualification
589,1969,Marruecos,Sudán,3,0,FIFA World Cup qualification
590,1969,Francia,Suecia,3,0,FIFA World Cup qualification
591,1969,Suiza,Portugal,1,1,FIFA World Cup qualification
592,1969,Italia,Gales,4,1,FIFA World Cup qualification
593,1969,Austria,Escocia,2,0,FIFA World Cup qualification
594,1969,Hungría,Irlanda,4,0,FIFA World Cup qualification
595,1969,Nigeria,Marruecos,2,0,FIFA World Cup qualification
596,1969,Polonia,Bulgaria,3,0,FIFA World Cup qualification
597,1969,Rumania,Grecia,1,1,FIFA World Cup qualification
598,1969,Turquía,Rusia,1,3,FIFA World Cup qualification
599,1969,Italia,Alemania Democrática,3,0,FIFA World Cup qualification
600,1969,Zimbabue,Australia,1,1,FIFA World Cup qualification
601,1969,Australia,Zimbabue,0,0,FIFA World Cup qualification
602,1969,Zimbabue,Australia,1,3,FIFA World Cup qualification
603,1969,Checoslovaquia,Hungría,4,1,FIFA World Cup qualification
604,1969,Israel,Australia,1,0,FIFA World Cup qualification
605,1969,Luxemburgo,Bulgaria,1,3,FIFA World Cup qualification
606,1969,Australia,Israel,1,1,FIFA World Cup qualification
607,1971,Malta,Hungría,0,2,FIFA World Cup qualification
608,1972,Argelia,Guinea,1,0,FIFA World Cup qualification
609,1972,Guinea,Argelia,5,1,FIFA World Cup qualification
610,1972,Portugal,Chipre,4,0,FIFA World Cup qualification
611,1972,Haití,Puerto Rico,7,0,FIFA World Cup qualification
612,1972,Puerto Rico,Haití,0,5,FIFA World Cup qualification
613,1972,Austria,Malta,4,0,FIFA World Cup qualification
614,1972,Lesoto,Zambia,0,0,FIFA World Cup qualification
615,1972,Hungría,Malta,3,0,FIFA World Cup qualification
616,1972,Chipre,Portugal,0,1,FIFA World Cup qualification
617,1972,Bélgica,Islandia,4,0,FIFA World Cup qualification
618,1972,Bélgica,Islandia,4,0,FIFA World Cup qualification
619,1972,Suecia,Hungría,0,0,FIFA World Cup qualification
620,1972,Zambia,Lesoto,6,1,FIFA World Cup qualification
621,1972,Togo,República Democrática del Congo,0,0,FIFA World Cup qualification
622,1972,Austria,Suecia,2,0,FIFA World Cup qualification
623,1972,Benín,Ghana,0,5,FIFA World Cup qualification
624,1972,República Democrática del Congo,Togo,4,0,FIFA World Cup qualification
625,1972,Finlandia,Albania,1,0,FIFA World Cup qualification
626,1972,Ghana,Benín,5,1,FIFA World Cup qualification
627,1972,Kenia,Sudán,2,0,FIFA World Cup qualification
628,1972,Sudán,Kenia,1,0,FIFA World Cup qualification
629,1972,Noruega,Islandia,4,1,FIFA World Cup qualification
630,1972,Nigeria,Congo,2,1,FIFA World Cup qualification
631,1972,Congo,Nigeria,1,1,FIFA World Cup qualification
632,1972,Finlandia,Rumania,1,1,FIFA World Cup qualification
633,1972,Noruega,Bélgica,0,2,FIFA World Cup qualification
634,1972,Alemania Democrática,Finlandia,5,0,FIFA World Cup qualification
635,1972,Luxemburgo,Italia,0,4,FIFA World Cup qualification
636,1972,Francia,Rusia,1,0,FIFA World Cup qualification
637,1972,Austria,Hungría,2,2,FIFA World Cup qualification
638,1972,Sierra Leona,Costa de Marfil,0,1,FIFA World Cup qualification
639,1972,Suecia,Malta,7,0,FIFA World Cup qualification
640,1972,Bulgaria,Irlanda del Norte,3,0,FIFA World Cup qualification
641,1972,Dinamarca,Escocia,1,4,FIFA World Cup qualification
642,1972,Irlanda,Rusia,1,2,FIFA World Cup qualification
643,1972,España,Yugoslavia,2,2,FIFA World Cup qualification
644,1972,Suiza,Italia,0,0,FIFA World Cup qualification
645,1972,Luxemburgo,Turquía,2,0,FIFA World Cup qualification
646,1972,Costa de Marfil,Sierra Leona,2,0,FIFA World Cup qualification
647,1972,Rumania,Albania,2,0,FIFA World Cup qualification
648,1972,Países Bajos,Noruega,9,0,FIFA World Cup qualification
649,1972,Irlanda,Francia,2,1,FIFA World Cup qualification
650,1972,Escocia,Dinamarca,2,0,FIFA World Cup qualification
651,1972,Gales,Inglaterra,0,1,FIFA World Cup qualification
652,1972,Yugoslavia,Grecia,1,0,FIFA World Cup qualification
653,1972,Bélgica,Países Bajos,0,0,FIFA World Cup qualification
654,1972,Chipre,Bulgaria,0,4,FIFA World Cup qualification
655,1972,Marruecos,Senegal,0,0,FIFA World Cup qualification
656,1972,Malta,Austria,0,2,FIFA World Cup qualification
657,1972,Tanzania,Etiopía,1,1,FIFA World Cup qualification
658,1972,Etiopía,Tanzania,0,0,FIFA World Cup qualification
659,1972,Senegal,Marruecos,1,2,FIFA World Cup qualification
660,1972,Egipto,Túnez,2,1,FIFA World Cup qualification
661,1972,Etiopía,Tanzania,3,0,FIFA World Cup qualification
662,1972,Mauricio,Kenia,1,3,FIFA World Cup qualification
663,1972,Turquía,Luxemburgo,3,0,FIFA World Cup qualification
664,1972,Kenia,Mauricio,2,2,FIFA World Cup qualification
665,1972,Túnez,Egipto,2,0,FIFA World Cup qualification
666,1973,Italia,Turquía,0,0,FIFA World Cup qualification
667,1973,Grecia,España,2,3,FIFA World Cup qualification
668,1973,Inglaterra,Gales,1,1,FIFA World Cup qualification
669,1973,Camerún,República Democrática del Congo,0,1,FIFA World Cup qualification
670,1973,Nigeria,Ghana,2,3,FIFA World Cup qualification
671,1973,Guinea,Marruecos,1,1,FIFA World Cup qualification
672,1973,Túnez,Costa de Marfil,1,1,FIFA World Cup qualification
673,1973,Chipre,Irlanda del Norte,1,0,FIFA World Cup qualification
674,1973,España,Grecia,3,1,FIFA World Cup qualification
675,1973,República Democrática del Congo,Camerún,0,1,FIFA World Cup qualification
676,1973,Ghana,Nigeria,0,0,FIFA World Cup qualification
677,1973,Costa de Marfil,Túnez,2,1,FIFA World Cup qualification
678,1973,Marruecos,Guinea,2,0,FIFA World Cup qualification
679,1973,Turquía,Italia,0,1,FIFA World Cup qualification
680,1973,República Democrática del Congo,Camerún,2,0,FIFA World Cup qualification
681,1973,Nueva Zelanda,Australia,1,1,FIFA World Cup qualification
682,1973,Australia,Irak,3,1,FIFA World Cup qualification
683,1973,Indonesia,Nueva Zelanda,1,1,FIFA World Cup qualification
684,1973,Australia,Indonesia,2,1,FIFA World Cup qualification
685,1973,Irak,Nueva Zelanda,2,0,FIFA World Cup qualification
686,1973,Australia,Nueva Zelanda,3,3,FIFA World Cup qualification
687,1973,Irak,Indonesia,1,1,FIFA World Cup qualification
688,1973,Australia,Irak,0,0,FIFA World Cup qualification
689,1973,Indonesia,Nueva Zelanda,1,0,FIFA World Cup qualification
690,1973,Irak,Indonesia,3,2,FIFA World Cup qualification
691,1973,Australia,Indonesia,6,0,FIFA World Cup qualification
692,1973,Irak,Nueva Zelanda,4,0,FIFA World Cup qualification
693,1973,Irlanda del Norte,Portugal,1,1,FIFA World Cup qualification
694,1973,Gales,Polonia,2,0,FIFA World Cup qualification
695,1973,Italia,Luxemburgo,5,0,FIFA World Cup qualification
696,1973,Etiopía,Zambia,0,0,FIFA World Cup qualification
697,1973,Alemania Democrática,Albania,2,0,FIFA World Cup qualification
698,1973,Luxemburgo,Suiza,0,1,FIFA World Cup qualification
699,1973,Zambia,Etiopía,4,2,FIFA World Cup qualification
700,1973,Hungría,Austria,2,2,FIFA World Cup qualification
701,1973,Perú,Chile,2,0,FIFA World Cup qualification
702,1973,Bulgaria,Portugal,2,1,FIFA World Cup qualification
703,1973,Dinamarca,Checoslovaquia,1,1,FIFA World Cup qualification
704,1973,Irán,Corea del Norte,0,0,FIFA World Cup qualification
705,1973,Siria,Kuwait,2,1,FIFA World Cup qualification
706,1973,Albania,Rumania,1,4,FIFA World Cup qualification
707,1973,Irán,Kuwait,2,1,FIFA World Cup qualification
708,1973,Corea del Norte,Siria,1,1,FIFA World Cup qualification
709,1973,Irán,Siria,1,0,FIFA World Cup qualification
710,1973,Corea del Norte,Kuwait,0,0,FIFA World Cup qualification
711,1973,Irlanda del Norte,Chipre,3,0,FIFA World Cup qualification
712,1973,Suiza,Turquía,0,0,FIFA World Cup qualification
713,1973,Irán,Corea del Norte,2,1,FIFA World Cup qualification
714,1973,Siria,Kuwait,2,0,FIFA World Cup qualification
715,1973,Chile,Perú,2,0,FIFA World Cup qualification
716,1973,Irán,Kuwait,2,0,FIFA World Cup qualification
717,1973,Corea del Norte,Siria,3,0,FIFA World Cup qualification
718,1973,Rusia,Irlanda,1,0,FIFA World Cup qualification
719,1973,Irán,Siria,0,1,FIFA World Cup qualification
720,1973,Corea del Norte,Kuwait,0,2,FIFA World Cup qualification
721,1973,Israel,Japón,2,1,FIFA World Cup qualification
722,1973,Tailandia,República de Vietnam,0,1,FIFA World Cup qualification
723,1973,Hong Kong,Malasia,1,0,FIFA World Cup qualification
724,1973,Francia,Irlanda,1,1,FIFA World Cup qualification
725,1973,Israel,Malasia,3,0,FIFA World Cup qualification
726,1973,Corea del Sur,Tailandia,4,0,FIFA World Cup qualification
727,1973,Costa de Marfil,Marruecos,1,1,FIFA World Cup qualification
728,1973,República de Vietnam,Japón,0,4,FIFA World Cup qualification
729,1973,Israel,Tailandia,6,0,FIFA World Cup qualification
730,1973,Corea del Sur,Malasia,0,0,FIFA World Cup qualification
731,1973,Japón,Hong Kong,0,1,FIFA World Cup qualification
732,1973,Corea del Sur,Israel,0,0,FIFA World Cup qualification
733,1973,Suecia,Austria,3,2,FIFA World Cup qualification
734,1973,Tailandia,Malasia,0,2,FIFA World Cup qualification
735,1973,Hong Kong,República de Vietnam,1,0,FIFA World Cup qualification
736,1973,Israel,Japón,1,0,FIFA World Cup qualification
737,1973,Corea del Sur,Hong Kong,3,1,FIFA World Cup qualification
738,1973,Rusia,Francia,2,0,FIFA World Cup qualification
739,1973,Rumania,Alemania Democrática,1,0,FIFA World Cup qualification
740,1973,Corea del Sur,Israel,1,0,FIFA World Cup qualification
741,1973,Checoslovaquia,Dinamarca,6,0,FIFA World Cup qualification
742,1973,Marruecos,Costa de Marfil,4,1,FIFA World Cup qualification
743,1973,Finlandia,Alemania Democrática,1,5,FIFA World Cup qualification
